filename,subset,so_id,fault_category,is_faulty,run_number,num_epochs,csv_path
31556268_Hyperparameter_0001.csv,buggy,31556268,Hyperparameter,True,1,50,data/training_logs/buggy/31556268_Hyperparameter_0001.csv
31556268_Hyperparameter_0002.csv,buggy,31556268,Hyperparameter,True,2,50,data/training_logs/buggy/31556268_Hyperparameter_0002.csv
31556268_Hyperparameter_0003.csv,buggy,31556268,Hyperparameter,True,3,50,data/training_logs/buggy/31556268_Hyperparameter_0003.csv
31556268_Hyperparameter_0004.csv,buggy,31556268,Hyperparameter,True,4,50,data/training_logs/buggy/31556268_Hyperparameter_0004.csv
31556268_Hyperparameter_0005.csv,buggy,31556268,Hyperparameter,True,5,50,data/training_logs/buggy/31556268_Hyperparameter_0005.csv
31556268_Hyperparameter_0006.csv,buggy,31556268,Hyperparameter,True,6,50,data/training_logs/buggy/31556268_Hyperparameter_0006.csv
31556268_Hyperparameter_0007.csv,buggy,31556268,Hyperparameter,True,7,50,data/training_logs/buggy/31556268_Hyperparameter_0007.csv
31556268_Hyperparameter_0008.csv,buggy,31556268,Hyperparameter,True,8,50,data/training_logs/buggy/31556268_Hyperparameter_0008.csv
31556268_Hyperparameter_0009.csv,buggy,31556268,Hyperparameter,True,9,50,data/training_logs/buggy/31556268_Hyperparameter_0009.csv
31556268_Hyperparameter_0010.csv,buggy,31556268,Hyperparameter,True,10,50,data/training_logs/buggy/31556268_Hyperparameter_0010.csv
31556268_Hyperparameter_0011.csv,buggy,31556268,Hyperparameter,True,11,50,data/training_logs/buggy/31556268_Hyperparameter_0011.csv
31556268_Hyperparameter_0012.csv,buggy,31556268,Hyperparameter,True,12,50,data/training_logs/buggy/31556268_Hyperparameter_0012.csv
31556268_Hyperparameter_0013.csv,buggy,31556268,Hyperparameter,True,13,50,data/training_logs/buggy/31556268_Hyperparameter_0013.csv
31556268_Hyperparameter_0014.csv,buggy,31556268,Hyperparameter,True,14,50,data/training_logs/buggy/31556268_Hyperparameter_0014.csv
31556268_Hyperparameter_0015.csv,buggy,31556268,Hyperparameter,True,15,50,data/training_logs/buggy/31556268_Hyperparameter_0015.csv
31556268_Hyperparameter_0016.csv,buggy,31556268,Hyperparameter,True,16,50,data/training_logs/buggy/31556268_Hyperparameter_0016.csv
31556268_Hyperparameter_0017.csv,buggy,31556268,Hyperparameter,True,17,50,data/training_logs/buggy/31556268_Hyperparameter_0017.csv
31556268_Hyperparameter_0018.csv,buggy,31556268,Hyperparameter,True,18,50,data/training_logs/buggy/31556268_Hyperparameter_0018.csv
31556268_Hyperparameter_0019.csv,buggy,31556268,Hyperparameter,True,19,50,data/training_logs/buggy/31556268_Hyperparameter_0019.csv
31556268_Hyperparameter_0020.csv,buggy,31556268,Hyperparameter,True,20,50,data/training_logs/buggy/31556268_Hyperparameter_0020.csv
31556268_Hyperparameter_0021.csv,buggy,31556268,Hyperparameter,True,21,50,data/training_logs/buggy/31556268_Hyperparameter_0021.csv
31556268_Hyperparameter_0022.csv,buggy,31556268,Hyperparameter,True,22,50,data/training_logs/buggy/31556268_Hyperparameter_0022.csv
31556268_Hyperparameter_0023.csv,buggy,31556268,Hyperparameter,True,23,50,data/training_logs/buggy/31556268_Hyperparameter_0023.csv
31556268_Hyperparameter_0024.csv,buggy,31556268,Hyperparameter,True,24,50,data/training_logs/buggy/31556268_Hyperparameter_0024.csv
31556268_Hyperparameter_0025.csv,buggy,31556268,Hyperparameter,True,25,50,data/training_logs/buggy/31556268_Hyperparameter_0025.csv
31556268_Hyperparameter_0026.csv,buggy,31556268,Hyperparameter,True,26,50,data/training_logs/buggy/31556268_Hyperparameter_0026.csv
31556268_Hyperparameter_0027.csv,buggy,31556268,Hyperparameter,True,27,50,data/training_logs/buggy/31556268_Hyperparameter_0027.csv
31556268_Hyperparameter_0028.csv,buggy,31556268,Hyperparameter,True,28,50,data/training_logs/buggy/31556268_Hyperparameter_0028.csv
31556268_Hyperparameter_0029.csv,buggy,31556268,Hyperparameter,True,29,50,data/training_logs/buggy/31556268_Hyperparameter_0029.csv
31556268_Hyperparameter_0030.csv,buggy,31556268,Hyperparameter,True,30,50,data/training_logs/buggy/31556268_Hyperparameter_0030.csv
31556268_Hyperparameter_0031.csv,buggy,31556268,Hyperparameter,True,31,50,data/training_logs/buggy/31556268_Hyperparameter_0031.csv
31556268_Hyperparameter_0032.csv,buggy,31556268,Hyperparameter,True,32,50,data/training_logs/buggy/31556268_Hyperparameter_0032.csv
31556268_Hyperparameter_0033.csv,buggy,31556268,Hyperparameter,True,33,50,data/training_logs/buggy/31556268_Hyperparameter_0033.csv
31556268_Hyperparameter_0034.csv,buggy,31556268,Hyperparameter,True,34,50,data/training_logs/buggy/31556268_Hyperparameter_0034.csv
31556268_Hyperparameter_0035.csv,buggy,31556268,Hyperparameter,True,35,50,data/training_logs/buggy/31556268_Hyperparameter_0035.csv
31556268_Hyperparameter_0036.csv,buggy,31556268,Hyperparameter,True,36,50,data/training_logs/buggy/31556268_Hyperparameter_0036.csv
31556268_Hyperparameter_0037.csv,buggy,31556268,Hyperparameter,True,37,50,data/training_logs/buggy/31556268_Hyperparameter_0037.csv
31556268_Hyperparameter_0038.csv,buggy,31556268,Hyperparameter,True,38,50,data/training_logs/buggy/31556268_Hyperparameter_0038.csv
31556268_Hyperparameter_0039.csv,buggy,31556268,Hyperparameter,True,39,50,data/training_logs/buggy/31556268_Hyperparameter_0039.csv
31556268_Hyperparameter_0040.csv,buggy,31556268,Hyperparameter,True,40,50,data/training_logs/buggy/31556268_Hyperparameter_0040.csv
31556268_Hyperparameter_0041.csv,buggy,31556268,Hyperparameter,True,41,50,data/training_logs/buggy/31556268_Hyperparameter_0041.csv
31556268_Hyperparameter_0042.csv,buggy,31556268,Hyperparameter,True,42,50,data/training_logs/buggy/31556268_Hyperparameter_0042.csv
31556268_Hyperparameter_0043.csv,buggy,31556268,Hyperparameter,True,43,50,data/training_logs/buggy/31556268_Hyperparameter_0043.csv
31556268_Hyperparameter_0044.csv,buggy,31556268,Hyperparameter,True,44,50,data/training_logs/buggy/31556268_Hyperparameter_0044.csv
31556268_Hyperparameter_0045.csv,buggy,31556268,Hyperparameter,True,45,50,data/training_logs/buggy/31556268_Hyperparameter_0045.csv
31556268_Hyperparameter_0046.csv,buggy,31556268,Hyperparameter,True,46,50,data/training_logs/buggy/31556268_Hyperparameter_0046.csv
31556268_Hyperparameter_0047.csv,buggy,31556268,Hyperparameter,True,47,50,data/training_logs/buggy/31556268_Hyperparameter_0047.csv
31556268_Hyperparameter_0048.csv,buggy,31556268,Hyperparameter,True,48,50,data/training_logs/buggy/31556268_Hyperparameter_0048.csv
31556268_Hyperparameter_0049.csv,buggy,31556268,Hyperparameter,True,49,50,data/training_logs/buggy/31556268_Hyperparameter_0049.csv
31556268_Hyperparameter_0050.csv,buggy,31556268,Hyperparameter,True,50,50,data/training_logs/buggy/31556268_Hyperparameter_0050.csv
31556268_Hyperparameter_0051.csv,buggy,31556268,Hyperparameter,True,51,50,data/training_logs/buggy/31556268_Hyperparameter_0051.csv
31556268_Hyperparameter_0052.csv,buggy,31556268,Hyperparameter,True,52,50,data/training_logs/buggy/31556268_Hyperparameter_0052.csv
